sample_id,category,goal,launched_at,deadline,image_num,sentence_num,word_num,frame_num,state,dataset_type,url
2379556,Health & Fitness,35000,1542211200,1547481599,25,51,486,107,0,2,https://www.indiegogo.com/projects/tern-smart-faucet-home-s-first-smart-water-filter
2203996,Photography,8322,1505056176,1510243199,6,24,504,87,0,0,https://www.indiegogo.com/projects/zwei-null-eins-sieben
2037367,Music,2513,1487557232,1491494399,3,89,358,178,1,1,https://www.indiegogo.com/projects/anna-pillsbury-s-debut-cd
2482351,Travel & Outdoors,50000,1552838400,1558108799,13,56,560,155,0,0,https://www.indiegogo.com/projects/nautalytics-easy-to-see-magnetic-compass
2403094,Energy & Green Tech,70000,1541347200,1546617599,5,30,248,89,0,2,https://www.indiegogo.com/projects/aqua-agro-more-crop-per-drop-pakistan
2597568,Travel & Outdoors,5030,1589212799,1589299199,29,19,136,46,1,0,https://www.indiegogo.com/projects/titanium-prybar-and-keychain-edc-by-mrf-multitools
2396615,Photography,524,1535126400,1537804799,9,46,271,82,1,2,https://www.indiegogo.com/projects/cara-nicole-az-powergirl-photobook-1-ultimate
2083340,Culture,18000,1491529238,1494863999,5,35,321,212,0,1,https://www.indiegogo.com/projects/send-lifted-to-japan
2500551,Video Games,5000,1561824000,1567094399,4,50,271,149,0,2,https://www.indiegogo.com/projects/project-io
2536506,Art,513,1565971200,1568649599,5,42,374,80,1,0,https://www.indiegogo.com/projects/glow-in-the-dark-tv-pin
2428041,Energy & Green Tech,35000,1541779200,1545839999,28,79,744,105,0,0,https://www.indiegogo.com/projects/levia-unique-levitating-marble-lamp
721356,Home,156267,1398114645,1402070399,9,163,1333,108,1,0,https://www.indiegogo.com/projects/korner-home-security-for-everyone
2409730,Audio,22051,1536681600,1541951999,27,93,794,224,1,0,https://www.indiegogo.com/projects/pamu-scroll-bt-5-0-earphones-with-wireless-charge
2679662,Tabletop Games,10105,1621958399,1622044799,2,38,116,251,1,0,https://www.indiegogo.com/projects/zombies-20th-anniversary-edition-late-pledge
1628267,Photography,3500,1455415152,1458057599,10,52,438,224,1,0,https://www.indiegogo.com/projects/eksod
898986,Phones & Accessories,250000,1410230346,1415462399,3,26,320,64,0,0,https://www.indiegogo.com/projects/quicklegal-on-demand-legal-advice-thru-videochat
2545705,Music,15400,1569600000,1572710399,8,85,602,325,0,0,https://www.indiegogo.com/projects/support-the-new-jazz-album-by-corinne
2220989,Human Rights,1000,1506000085,1507910399,1,11,40,83,0,0,https://www.indiegogo.com/projects/rahney-for-world-domination
2672395,Film,500,1617811200,1619711999,4,14,238,109,1,0,https://www.indiegogo.com/projects/split-short-film
2160967,Web Series & TV Shows,16000,1502673977,1507478399,8,62,782,132,0,0,https://www.indiegogo.com/projects/thespian-web-tv-series
1990813,Transportation,50000,1485829035,1491062399,4,108,728,122,0,0,https://www.indiegogo.com/projects/amp-errand-electric-bicycle
1758783,Phones & Accessories,30606,1463414399,1463500799,14,112,955,123,1,0,https://www.indiegogo.com/projects/solartab-the-premium-solar-charger--4
2295445,Health & Fitness,4047,1516399208,1521647999,4,30,306,191,1,2,https://www.indiegogo.com/projects/rearguard-hema-mask-with-back-of-head-protection
2153883,Energy & Green Tech,2000,1499816857,1505059199,1,12,262,203,0,0,https://www.indiegogo.com/projects/my-car-is-not-guilty-we-love-the-environment
2562697,Music,10000,1575216000,1577030399,1,21,237,407,0,1,https://www.indiegogo.com/projects/gather-round
2377803,Food & Beverages,50000,1541692800,1546963199,4,60,631,152,0,0,https://www.indiegogo.com/projects/hidden-moon-brewing-russian-imperial-braggot
1840724,Transportation,100000,1470068500,1472745599,2,57,540,89,0,0,https://www.indiegogo.com/projects/green-commuter-be-a-part-of-something-big
1223129,Health & Fitness,78000,1430517687,1435766399,4,20,191,274,0,0,https://www.indiegogo.com/projects/it-s-time-to-go-racing
2361140,Dance & Theater,5500,1522996811,1524844799,1,26,140,379,0,0,https://www.indiegogo.com/projects/tamra-wasserman-this-is-real-this-is-me
2487190,Fashion & Wearables,19609,1554220799,1554307199,15,87,1264,60,1,1,https://www.indiegogo.com/projects/contempus-watch-for-design-architecture-lovers
2698053,Tabletop Games,12220,1629993599,1630079999,1,83,1061,248,1,2,https://www.indiegogo.com/projects/solutions-the-game
2425371,Travel & Outdoors,20000,1548691200,1551369599,18,51,414,95,1,0,https://www.indiegogo.com/projects/egg-traveler-world-s-1st-multipurpose-powerstrip
2685551,Education,11582,1623945599,1624031999,7,115,1146,319,1,2,https://www.indiegogo.com/projects/opencv-for-beginners-start-your-ai-journey
2366684,Wellness,25000,1527438118,1530979199,9,39,505,148,0,2,https://www.indiegogo.com/projects/hip-hop-is-green
2245137,Energy & Green Tech,250000,1517021477,1522252799,4,34,511,140,0,0,https://www.indiegogo.com/projects/earth-protect-tv--4
2371856,Tabletop Games,3530,1540742400,1546012799,3,9,72,89,1,1,https://www.indiegogo.com/projects/at-my-way-the-fun-appalachian-trail-board-game
2361775,Productivity,10000,1522961564,1527350399,13,71,451,147,0,2,https://www.indiegogo.com/projects/jkm-let-s-build-a-ceramic-3d-printer
2442421,Transportation,150000,1543852800,1546531199,5,83,1244,162,0,0,https://www.indiegogo.com/projects/miniloop-construction-documents-prototype
2519329,Culture,12800,1562860800,1565452799,1,62,709,123,0,0,https://www.indiegogo.com/projects/artpiknik-cered
575222,Phones & Accessories,15000,1383192602,1387123199,2,39,296,68,0,0,https://www.indiegogo.com/projects/keep-bluetooth-driven-device-tracker-locating-alarm
2346380,Comics,3000,1523523264,1526140799,11,30,318,301,0,0,https://www.indiegogo.com/projects/pre-order-night-wolf-comic-book-issue-2
2634761,Energy & Green Tech,2500,1602604799,1602691199,9,76,652,47,1,0,https://www.indiegogo.com/projects/monty--4
2611707,Video Games,32138,1596038399,1596124799,7,124,1262,157,1,0,https://www.indiegogo.com/projects/funkey-s-the-world-s-smallest-foldable-console
1999482,Camera Gear,60000,1487782622,1490457599,4,13,180,235,0,0,https://www.indiegogo.com/projects/pare-camera-remote-controller
1845899,Phones & Accessories,40750,1470017380,1475251199,5,120,1343,93,0,2,https://www.indiegogo.com/projects/advisor-the-ultimate-android-assistant-app
2220395,Photography,12000,1521202701,1524844799,1,111,853,385,0,1,https://www.indiegogo.com/projects/sucker-punched-4
401500,Video Games,3500,1397579373,1401724799,3,57,896,174,1,0,https://www.indiegogo.com/projects/riot-a-board-game-about-social-conflict
2627698,Fashion & Wearables,4677,1605369599,1605455999,28,119,1207,240,1,0,https://www.indiegogo.com/projects/coolhuman-endothermic-cooling-shirt-beat-the-heat
2644896,Writing & Publishing,500,1606924800,1608220799,7,33,253,42,1,2,https://www.indiegogo.com/projects/hugo-s-perfect-picnic-children-s-book
2679348,Health & Fitness,10016,1620835199,1620921599,10,39,392,149,1,2,https://www.indiegogo.com/projects/mativ-the-ultimate-interactive-workout-mat--2
2165268,Audio,15000,1503469350,1506095999,28,49,519,116,0,0,https://www.indiegogo.com/projects/submarine-360-degrees-true-wireless-stereo-speaker
2567888,Film,70000,1577808000,1583078399,1,28,291,415,0,0,https://www.indiegogo.com/projects/ooze-feature-length-film
2589612,Comics,500,1585065600,1587743999,6,38,275,47,1,0,https://www.indiegogo.com/projects/art-thibert-s-limited-edition-vampirella-cover
1143031,Dance & Theater,10000,1424815585,1430063999,1,28,315,282,0,1,https://www.indiegogo.com/projects/future-honey-goes-to-edinburgh
2199599,Home,25000,1503492801,1505318399,2,9,136,63,0,1,https://www.indiegogo.com/projects/smart-homes-international-web-and-app-development
1676795,Art,77000,1458256535,1463500799,4,80,800,226,0,2,https://www.indiegogo.com/projects/the-ocean-we-inhabit-a-unique-art-exhibition
2444636,Productivity,6975,1543420800,1544198399,5,54,754,205,0,0,https://www.indiegogo.com/projects/the-moontime-planner
2337591,Travel & Outdoors,300000,1519683778,1524931199,9,34,286,190,0,1,https://www.indiegogo.com/projects/helper
1676503,Local Businesses,252000,1458086898,1463327999,6,128,571,162,0,0,https://www.indiegogo.com/projects/flemish-fox-preserves-brewing-heritage-beer-brewery
2704265,Audio,25175,1632067199,1632153599,1,30,324,77,1,0,https://www.indiegogo.com/projects/voce-the-first-le-audio-broadcast-transceiver
2616500,Travel & Outdoors,15045,1594742399,1594828799,25,52,450,154,1,1,https://www.indiegogo.com/projects/difold-origami-bottle-pocket-sized-reusable-hero
2487767,Music,8035,1556121600,1560095999,1,81,916,67,1,0,https://www.indiegogo.com/projects/for-the-love-of-western-swing
2539930,Transportation,26616,1567699199,1567785599,7,43,336,142,1,0,https://www.indiegogo.com/projects/flit-16-a-brand-new-generation-of-folding-ebike
2718247,Writing & Publishing,5500,1637251200,1639929599,7,112,1089,162,1,1,https://www.indiegogo.com/projects/run-and-grow-rich-by-satish-shenoy
1275120,Audio,86611,1445306389,1448380799,5,193,1315,143,1,0,https://www.indiegogo.com/projects/ora-x-world-s-first-augmented-reality-headphones
2242136,Web Series & TV Shows,5000,1508491543,1511020799,7,65,525,105,1,0,https://www.indiegogo.com/projects/talking-shop--2
2252120,Transportation,10000,1509580874,1514822399,3,81,710,74,1,1,https://www.indiegogo.com/projects/tahoe-convoy
2051857,Photography,12018,1493432874,1498665599,4,57,455,104,1,0,https://www.indiegogo.com/projects/brinn-a-luxury-camera-bag-accessory-line
2549152,Video Games,60571,1569945599,1570031999,2,73,529,112,1,1,https://www.indiegogo.com/projects/low-fi
2540612,Health & Fitness,200000,1568822400,1574092799,1,32,387,66,0,0,https://www.indiegogo.com/projects/medication-development-free-of-animal-testing
2262569,Transportation,38643,1511020799,1511107199,5,86,569,62,1,0,https://www.indiegogo.com/projects/bisecu-the-smartest-bike-lock
2178475,Home,11426,1504656440,1508947199,14,72,523,83,1,0,https://www.indiegogo.com/projects/kiwi-p1-world-s-most-compact-laser-distance-meter
2643627,Writing & Publishing,5000,1605888000,1608566399,1,55,666,100,1,2,https://www.indiegogo.com/projects/first-serve-yourself-by-vik-kapoor
2556519,Food & Beverages,18000,1574265600,1576166399,3,63,807,233,0,0,https://www.indiegogo.com/projects/brain-brew-custom-whiskey
2392015,Food & Beverages,19408,1541433600,1544716799,17,69,689,196,1,0,https://www.indiegogo.com/projects/kruve-eq-game-changing-coffee-glassware-shipping
2709666,Transportation,20129,1633967999,1634054399,2,55,682,152,1,0,https://www.indiegogo.com/projects/arclight-bike-pedals-stand-out-stay-safe
1263520,Phones & Accessories,50000,1437342639,1442591999,32,152,1142,188,0,0,https://www.indiegogo.com/projects/legion-concepts-ultimate-device-charging-briefcase
2345126,Audio,5000,1520262587,1522857599,19,15,162,60,0,2,https://www.indiegogo.com/projects/soundo-tiny-high-quality-speaker-with-watch-strap
2149964,Web Series & TV Shows,1600,1498391989,1503071999,6,75,357,222,0,1,https://www.indiegogo.com/projects/double-bogey-the-web-series
680488,Productivity,8000,1392351870,1394985599,15,140,635,212,0,0,https://www.indiegogo.com/projects/hootoo-tripmate-elite-5-in-1-portable-traveling-device
2644425,Education,500,1606147200,1611417599,5,49,593,92,1,2,https://www.indiegogo.com/projects/she-did-it-anyway-the-school-initiative
2117291,Travel & Outdoors,66806,1512921599,1513007999,2,82,966,180,1,0,https://www.indiegogo.com/projects/neckpacker-best-travel-jacket-for-perfect-snooze
2333781,"Podcasts, Blogs & Vlogs",1400,1517512200,1520179199,3,47,383,290,0,0,https://www.indiegogo.com/projects/reporting-that-seeks-to-empower-part-two--3
2525759,Comics,3000,1563120000,1565798399,5,45,348,68,0,2,https://www.indiegogo.com/projects/synthcore-dreams--3
2668974,Film,10000,1616256000,1618415999,1,40,451,218,1,0,https://www.indiegogo.com/projects/casey-short-film
2355754,Film,15000,1525661746,1529596799,4,38,718,160,0,1,https://www.indiegogo.com/projects/el-ter-al-limit
2658218,Travel & Outdoors,10142,1612195199,1612281599,3,84,712,158,1,2,https://www.indiegogo.com/projects/diveroid-turn-your-smartphone-into-a-dive-gear--2
1121139,Art,10000,1423129494,1425743999,4,71,475,174,0,1,https://www.indiegogo.com/projects/rockins-art-with-a-story
2546359,Environment,1000,1571760000,1575561599,1,53,469,102,0,0,https://www.indiegogo.com/projects/vols-for-vmc
2628941,Comics,500,1600185600,1602086399,38,84,734,60,1,0,https://www.indiegogo.com/projects/black-hops-hopocalypse-now-and-omnibus
2071967,Energy & Green Tech,100000,1491201395,1496419199,15,150,1782,200,0,2,https://www.indiegogo.com/projects/bee-ethic-green-technology-to-save-the-bees--4
541576,Photography,4800,1382389249,1385913599,9,37,317,147,0,1,https://www.indiegogo.com/projects/cambodia-2014-photography-makes-the-difference
2478606,Web Series & TV Shows,9800,1553788800,1557763199,2,65,758,149,0,2,https://www.indiegogo.com/projects/a-witcher-s-tale--3
2062505,Tabletop Games,4000,1491693320,1496937599,2,75,486,242,0,0,https://www.indiegogo.com/projects/stop-drink-roll-the-best-dice-party-game-ever-fun
2041919,Film,4000,1498732390,1503935999,6,20,161,180,0,1,https://www.indiegogo.com/projects/pet-turtles-or-we-lost-mom-s-headstone
2361916,Tabletop Games,16000,1522949969,1526227199,1,68,777,869,0,1,https://www.indiegogo.com/projects/santai-aja-lagi
2437085,Wellness,22585,1542038400,1547308799,6,63,526,130,0,0,https://www.indiegogo.com/projects/radiance-natural-health
2515726,Food & Beverages,10000,1561219200,1563465599,1,14,187,149,0,0,https://www.indiegogo.com/projects/c-est-cake-by-lizabeth-nagel
215753,Fashion & Wearables,3000,1346807582,1350057599,6,53,311,184,1,0,https://www.indiegogo.com/projects/the-waterproof-brellabag-keeps-the-rain-out-of-your-handbag
1307307,Travel & Outdoors,15000,1435214345,1437839999,4,45,416,121,0,0,https://www.indiegogo.com/projects/motoscribendi-1-man-1-motorcycle-14-libraries
2525776,Local Businesses,25000,1569859200,1573142399,1,117,987,172,0,0,https://www.indiegogo.com/projects/the-prime-sports-institute
2510799,Tabletop Games,14000,1559750400,1565020799,14,54,375,125,1,1,https://www.indiegogo.com/projects/verge-of-war-sci-fi-wargame-space-pirates-asgars
2549995,Health & Fitness,150000,1573401600,1578671999,26,78,821,101,0,1,https://www.indiegogo.com/projects/walk-on-water-the-impossible-dream-comes-true
2559493,Fashion & Wearables,1,1574179199,1574265599,5,98,944,109,1,1,https://www.indiegogo.com/projects/pollix-watch-the-prime-health-fitness-smartwatch
927528,Productivity,1410,1409698832,1412783999,6,103,652,277,0,0,https://www.indiegogo.com/projects/moonshot-in-progress-robots
2665074,Travel & Outdoors,10140,1614787199,1614873599,46,56,948,170,1,0,https://www.indiegogo.com/projects/ecotrek-adventure-pants-made-from-ocean-buoys
2621407,Home,10000,1597075200,1599753599,19,41,690,109,1,0,https://www.indiegogo.com/projects/seven-me-make-coffee-espresso-at-home-in-3-mins--2
929250,Environment,289539,1412127890,1417363199,9,87,581,60,0,0,https://www.indiegogo.com/projects/get-a-free-drop-a-brick-through-shock-top
2605449,Comics,510,1593014400,1594310399,6,36,300,132,1,1,https://www.indiegogo.com/projects/the-captivating-light-book-1-light-the-way
2675268,Productivity,5084,1619366399,1619452799,19,41,621,46,1,0,https://www.indiegogo.com/projects/wowstick-metal-one-piece-mini-electric-hand-drill
2656453,Tabletop Games,35000,1614009600,1616687999,13,151,1947,130,1,0,https://www.indiegogo.com/projects/victorian-mage-ttrpg
829954,Dance & Theater,4000,1403671573,1406735999,1,67,229,187,0,1,https://www.indiegogo.com/projects/things-i-left-on-long-island
1505886,Phones & Accessories,10000,1447176753,1448985599,18,41,405,116,0,1,https://www.indiegogo.com/projects/coverbuddy-the-smart-back-cover-for-ipad-pro
2559413,Phones & Accessories,10812,1574351999,1574438399,14,138,1481,157,1,0,https://www.indiegogo.com/projects/infinity-cable-one-cable-for-all-your-devices
311194,Video Games,60000,1365041255,1369065599,5,73,568,328,0,0,https://www.indiegogo.com/projects/skybox-vue
1529779,Transportation,40000,1451417305,1454947199,5,88,901,51,0,0,https://www.indiegogo.com/projects/the-quantum-transporter
2192153,Camera Gear,9500,1508505042,1512143999,21,270,2140,124,0,0,https://www.indiegogo.com/projects/flm-the-berlin-38-4-tripod
2397045,Transportation,50000,1531394731,1536595199,3,16,141,337,0,0,https://www.indiegogo.com/projects/one-cable-to-convert-any-bike-to-ebike
2032431,Photography,7000,1487266076,1489161599,7,67,999,137,0,0,https://www.indiegogo.com/projects/menschen-die-behaupten-sich-zu-lieben
1007353,Comics,500,1415551529,1419091199,3,34,499,65,1,0,https://www.indiegogo.com/projects/comic-isabel-la-catolica
2559541,Dance & Theater,12000,1574006400,1576771199,1,49,633,142,0,0,https://www.indiegogo.com/projects/do-you-even-du2020
2400698,Film,5000,1543075200,1547049599,10,73,1481,71,0,1,https://www.indiegogo.com/projects/off-grid-dark-supernatural-short-completion-funds
2381008,Comics,13199,1527807155,1530892799,2,39,531,101,1,0,https://www.indiegogo.com/projects/the-power-pack-of-ken-reid
2175107,Phones & Accessories,22067,1502216564,1506182399,14,16,89,59,1,0,https://www.indiegogo.com/projects/echovibes-waterproof-wireless-earphones
2563715,Transportation,36816,1575215999,1575302399,6,64,499,80,1,1,https://www.indiegogo.com/projects/miller-ebike-redefining-your-daily-commute
2552273,Food & Beverages,12000,1571500800,1575302399,1,34,699,140,0,0,https://www.indiegogo.com/projects/becrit-insect-powder
2281718,Energy & Green Tech,10975,1513289855,1516118399,8,77,551,122,1,0,https://www.indiegogo.com/projects/solar-lights-that-are-changing-the-world
2601216,Home,25042,1589299199,1589385599,1,14,149,251,1,2,https://www.indiegogo.com/projects/aquatru-connect-the-smarter-way-to-purify-water
1506800,Audio,50000,1446412313,1449935999,34,352,3111,218,0,2,https://www.indiegogo.com/projects/sound-blasterx-h5-valencia-cf-edition-headset
2613512,Comics,500,1598976000,1601654399,18,65,789,80,1,0,https://www.indiegogo.com/projects/the-boys-virgin-cover-limited-editions
2452020,Comics,105,1545321599,1545407999,1,15,230,48,1,1,https://www.indiegogo.com/projects/cerebus-birthday-card-1-by-dave-sim-and-neal-adams
2394763,Transportation,36557,1530979199,1531065599,10,124,1024,130,1,1,https://www.indiegogo.com/projects/the-am1-electric-bike-it-s-a-bike-with-a-motor
2311751,Transportation,100492,1517932799,1518019199,9,84,1068,108,1,1,https://www.indiegogo.com/projects/the-smart-ped-inspiring-freedom
2384902,Phones & Accessories,29647,1528905599,1528991999,27,56,467,112,1,2,https://www.indiegogo.com/projects/ipin-pro-turn-your-smartphone-into-a-laser-ruler
2148895,Film,13883,1498522144,1502467199,19,55,863,145,1,2,https://www.indiegogo.com/projects/last-stand-to-nowhere
2031458,Photography,2500,1486634393,1491839999,2,72,669,79,0,0,https://www.indiegogo.com/projects/100cameras-snapshot-project-rio-de-janeiro-brazil
2642178,Home,38754,1607356800,1610035199,5,72,600,188,1,1,https://www.indiegogo.com/projects/meross-collie-smart-garage-door-opener-controller
2487019,Film,15000,1557936000,1563206399,7,115,1051,320,0,0,https://www.indiegogo.com/projects/yield-when-hiking-goes-wrong-it-goes-dead-wrong
2518800,Tabletop Games,500,1569945600,1575215999,7,132,1104,65,0,0,https://www.indiegogo.com/projects/escape-from-darkmoor-keep
2546444,Travel & Outdoors,91283,1569340799,1569427199,43,76,804,179,1,0,https://www.indiegogo.com/projects/burro-packs-designed-for-everywhere-you-roam
1387065,Dance & Theater,8000,1440492336,1445702399,8,402,2187,203,0,0,https://www.indiegogo.com/projects/flacc-2015
2125472,Wellness,30000,1496652643,1499356799,4,75,902,173,0,0,https://www.indiegogo.com/projects/la-revolucion-emocional-en-tu-ciudad
2560380,Film,500,1573833600,1576511999,4,38,359,64,0,0,https://www.indiegogo.com/projects/a-note-unsaid--2
838114,Local Businesses,5092,1403749099,1408982399,2,72,389,127,1,0,https://www.indiegogo.com/projects/saving-energy-just-got-easier
2484891,Local Businesses,20000,1556121600,1560268799,5,16,324,62,0,0,https://www.indiegogo.com/projects/help-breakwater-books-sail-into-new-waters
2334928,Home,4500,1517698918,1522943999,3,23,442,141,1,0,https://www.indiegogo.com/projects/su-day-bed
2545125,Web Series & TV Shows,6000,1568908800,1573228799,3,49,466,358,0,2,https://www.indiegogo.com/projects/camisado-the-event-series-season-1
1774733,Film,36506,1464299028,1467388799,10,240,1592,125,1,2,https://www.indiegogo.com/projects/corona-blossom-a-visual-novel-by-frontwing
1438941,Audio,15000,1447128014,1450324814,15,96,454,223,0,0,https://www.indiegogo.com/projects/pocket-party-the-ultimate-pocket-sized-speaker
2637264,Health & Fitness,20000,1603209600,1605801599,18,40,333,50,1,1,https://www.indiegogo.com/projects/dropi-the-ultimate-solution-to-clean-hands
982816,Human Rights,1000,1416357562,1419004799,4,57,323,173,0,2,https://www.indiegogo.com/projects/ladies-supporting-ladies-board-betches
521646,Writing & Publishing,12000,1381187866,1384099199,4,183,1626,171,0,2,https://www.indiegogo.com/projects/visionary-heart-bringing-down-my-walls-standing-for-my-people
2608502,Home,14500,1591631999,1591718399,6,23,282,92,1,0,https://www.indiegogo.com/projects/bidoo-the-universal-portable-bidet
2565113,Comics,500,1576166400,1578844799,4,9,110,114,0,2,https://www.indiegogo.com/projects/malevolent-rising-issue-2
599500,Home,30000,1385609047,1388246399,5,29,329,184,0,0,https://www.indiegogo.com/projects/the-clean-swipe-razor
2370088,Health & Fitness,6500,1529362809,1533052799,1,96,1057,30,0,0,https://www.indiegogo.com/projects/vertebar-the-solution-against-lower-back-pain
2534514,Film,1703,1565625600,1567180799,7,54,466,146,1,1,https://www.indiegogo.com/projects/the-punishment-a-different-kind-of-crime-film
2717329,Fashion & Wearables,50053,1637078399,1637164799,2,33,319,117,1,0,https://www.indiegogo.com/projects/nanobag-5-0-ultralight-bags
2310806,Video Games,15000,1519844047,1524239999,8,77,432,136,0,0,https://www.indiegogo.com/projects/john-mambo-action-adventure-guns
2371665,Food & Beverages,20000,1525663322,1530892799,2,86,861,75,0,1,https://www.indiegogo.com/projects/tru-performance-enhancing-drinks
2715910,Photography,2009,1636732799,1636819199,3,32,228,98,1,0,https://www.indiegogo.com/projects/cosplay-visions-caranicole-2022-calendar-photobook
838762,Productivity,30000,1413157910,1418399999,4,35,215,84,0,1,https://www.indiegogo.com/projects/less-words-more-ui-mobile-app-guidebook
2387641,Travel & Outdoors,30000,1538323200,1543593599,5,42,401,229,0,0,https://www.indiegogo.com/projects/wandersafe-smart-i-ultimate-safety-solution
1033397,Local Businesses,20000,1417312930,1419955199,3,31,276,146,0,2,https://www.indiegogo.com/projects/hope-grows-farm-and-restoration-center
2545428,Tabletop Games,2200,1575129600,1577807999,4,36,321,300,1,2,https://www.indiegogo.com/projects/ferox-the-3rd-printing-trash-lords-gutter-scum
1979540,Health & Fitness,20000,1482018311,1484668799,15,79,836,178,0,0,https://www.indiegogo.com/projects/high-performance-sports-training-facility
1390027,Health & Fitness,2800,1440644777,1442505599,4,42,282,132,0,0,https://www.indiegogo.com/projects/proinsulitron
2399592,Writing & Publishing,10000,1532353403,1534780799,3,88,1269,55,0,0,https://www.indiegogo.com/projects/stay-connected-journals-for-catholic-women
1399178,Comics,1201,1440892691,1443974399,31,78,695,68,1,0,https://www.indiegogo.com/projects/fairy-tale-knights-graphic-novel
2521722,Writing & Publishing,44616,1564243200,1569513599,9,93,1183,180,1,2,https://www.indiegogo.com/projects/walt-disney-s-imagineer-claude-coats
2391543,Productivity,50000,1540051200,1545321599,9,29,255,53,0,0,https://www.indiegogo.com/projects/print-to-point-printing-delivery-service
1249692,Photography,20000,1430810761,1435507199,5,78,727,205,0,0,https://www.indiegogo.com/projects/sports-photography-coverage-in-hawai-i
2350220,Travel & Outdoors,17848,1524517204,1529769599,18,179,1296,195,1,0,https://www.indiegogo.com/projects/the-compact-travel-hoodie
1438022,Comics,9600,1443965481,1449158399,10,73,734,89,0,0,https://www.indiegogo.com/projects/the-supers-3rd-best-super-hero-team-comic-book
2516999,Music,8000,1561046400,1565020799,2,44,375,280,0,2,https://www.indiegogo.com/projects/jack-hotel-a-town-called-hesitation
2456144,Fashion & Wearables,608,1559491200,1562169599,14,43,281,127,1,2,https://www.indiegogo.com/projects/casuale-the-classic-bifold-perfected
2567232,Health & Fitness,204000,1576857600,1579535999,2,60,617,176,0,0,https://www.indiegogo.com/projects/the-sensory-system
2562516,Film,1000,1578412800,1583683199,6,41,380,56,0,0,https://www.indiegogo.com/projects/tali-a-senior-thesis-short-film
328524,Music,4500,1381673887,1384271999,11,28,359,380,1,1,https://www.indiegogo.com/projects/old-souls-young-hearts
941161,Phones & Accessories,30000,1430462037,1434383999,14,120,1009,148,0,0,https://www.indiegogo.com/projects/cases-for-iphone-4-5-6-samsung-galaxy-s5-s6
2537844,Music,8000,1572278400,1577548799,4,55,434,282,0,0,https://www.indiegogo.com/projects/help-only-echoes-remain-make-their-second-album
2166424,Fashion & Wearables,88787,1500998399,1501084799,22,26,359,114,1,0,https://www.indiegogo.com/projects/x-suit-most-advanced-suit-with-20-plus-features
2453882,Audio,25000,1553616000,1557590399,5,15,281,67,1,2,https://www.indiegogo.com/projects/tivoo-max-smart-bluetooth-speaker-with-pixel-art
2409021,Comics,7000,1540915200,1546185599,8,21,108,64,0,1,https://www.indiegogo.com/projects/guardians-of-erloth
680816,Photography,2500,1395944546,1398959999,2,36,480,176,1,0,https://www.indiegogo.com/projects/interactive-dental-photography
2500967,Audio,20000,1561392000,1565798399,14,47,649,125,0,0,https://www.indiegogo.com/projects/voiz-high-tech-meets-vintage-smart-wifi-speaker
2497905,Music,12000,1563724800,1566403199,66,74,832,160,0,0,https://www.indiegogo.com/projects/jasmine-cheri-s-debut-album-music-videos
2567488,Writing & Publishing,1000,1578412800,1582387199,2,32,418,105,0,2,https://www.indiegogo.com/projects/the-naughty-elf
2392316,Audio,10000,1531184356,1533830399,8,66,568,192,0,1,https://www.indiegogo.com/projects/the-big-turtle-shell-ultra-multifunction-speaker
2282143,Web Series & TV Shows,35000,1512368970,1517587199,10,83,1356,131,0,1,https://www.indiegogo.com/projects/family-pictures-usa-tv-series
2109719,Energy & Green Tech,50000,1497253028,1501171199,16,100,748,115,0,0,https://www.indiegogo.com/projects/solcube-compact-solar-generator-for-power-lovers
2519825,Writing & Publishing,3500,1566144000,1568822399,2,26,252,143,1,0,https://www.indiegogo.com/projects/mr-e-s-catastrophes-educational-children-s-book
1948219,Wellness,100000,1479899225,1485100799,1,136,1072,186,0,0,https://www.indiegogo.com/projects/mobile-wellness-on-wheels
2664358,Phones & Accessories,40000,1618848000,1621526399,2,44,419,53,1,0,https://www.indiegogo.com/projects/rapid-ssd-interchangeable-high-speed-portable-ssd
1006804,Fashion & Wearables,30000,1415280638,1418745599,7,20,103,100,0,2,https://www.indiegogo.com/projects/collidescope-art-meets-fashion
2666209,Tabletop Games,5007,1615219199,1615305599,4,47,549,114,1,1,https://www.indiegogo.com/projects/sita-x-all-in-one-swing-exerciser-sita-x--3
2627403,Music,2500,1599667200,1604073599,3,34,197,111,1,2,https://www.indiegogo.com/projects/esoterica-abney-park-s-new-album-live-concert
1751975,Comics,3000,1463821204,1466438399,4,54,804,141,0,1,https://www.indiegogo.com/projects/grinidon-a-fantasy-graphic-novel-vol-1
2639177,Energy & Green Tech,2000,1612108799,1612195199,21,22,204,35,1,2,https://www.indiegogo.com/projects/duox-compact-lightweight-120w-gan-quick-charger
2495081,Tabletop Games,31907,1556035199,1556121599,11,22,346,75,1,0,https://www.indiegogo.com/projects/crumbs
2409006,Fashion & Wearables,45766,1535039999,1535126399,22,25,373,163,1,2,https://www.indiegogo.com/projects/instadreamer-take-control-of-your-dreams
709893,Photography,4200,1394442384,1399996799,4,55,287,234,1,2,https://www.indiegogo.com/projects/pacific-wonderland-a-photo-book-of-oregon
2535936,Comics,1491,1568476800,1571327999,11,12,68,166,1,2,https://www.indiegogo.com/projects/demons-volumes-1-3
2679179,Camera Gear,5000,1621872000,1625414399,23,35,375,176,1,0,https://www.indiegogo.com/projects/cleep-pro-the-smallest-4k-wearable-camera
